Date Run,Date/Time Run,Date Run,Date/Time Run,Date Run.1,Date/Time Run.1,Date Run.1.1,Date/Time Run.1.1,Date Run.1.1.1,Date/Time Run.1.1.1,Date Run.1.1.1.1,Date/Time Run.1.1.1.1,Date Run.1.1.1.1.1,Date/Time Run.1.1.1.1.1,Location,Date Published,Total Cases,Total Deaths,Count Cases Black/AA,Count Deaths Black/AA,Pct Cases Black/AA,Pct Deaths Black/AA,Pct Includes Unknown Race,Pct Includes Hispanic Black,Count Cases Known Race,Count Deaths Known Race,Black/AA Population,Pct Black/AA Population,Status code
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,SouthCarolina,2020-08-07,98262.0,1962.0,33643.0,784.0,38.87,42.36,False,True,86544.0,1851.0,,,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,SouthDakota,2020-08-08,9477.0,146.0,1038.0,,10.95,,False,False,9477.0,,,,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Tennessee,2020-08-08,120585.0,1215.0,22800.0,403.0,18.91,33.17,True,True,,,1117489.0,16.8,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Texas,2020-08-08,40111.0,8343.0,5976.0,1070.0,0.15,0.13,True,False,,,3365783.0,12.07,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Texas -- Bexar County,2020-08-08,42531.0,432.0,464.0,17.0,6.81,15.32,False,False,6812.0,111.0,146703.0,7.62,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Utah,2020-08-08,43751.0,335.0,1052.0,6.0,2.4,1.79,True,False,,,35862.0,1.18,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Vermont,2020-08-08,1454.0,58.0,166.0,0.0,11.71,0.0,False,True,1417.0,57.0,8058.0,1.29,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Virginia,2020-07-21,79371.0,2048.0,12922.0,483.0,16.28,23.58,True,True,,,1613285.0,19.17,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Washington,2020-08-08,62523.0,1688.0,2347.0,57.0,5.67,3.47,False,False,41369.0,1642.0,269854.0,3.7,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,"Washington, DC",2020-08-08,12653.0,590.0,6253.0,437.0,49.42,74.07,True,True,,,321317.0,46.94,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,WestVirginia,,,,,,,,False,False,,,,,"An error occurred. ... TimeoutException('', None, None)"
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Wisconsin,2020-08-08,59933.0,996.0,8604.0,212.0,15.86,21.65,False,True,54246.0,979.0,368744.0,6.38,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Wisconsin -- Milwaukee,2020-08-07,20734.0,389.0,5763.0,149.0,29.76,38.3,False,False,19365.0,389.0,252321.0,26.44,Success!
2020-08-09,2020/08/09 19:01:29America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:07America/Los Angeles TZ,2020-08-09,2020/08/09 18:35:00America/Los Angeles TZ,2020-08-09,2020/08/09 18:33:16America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:40America/Los Angeles TZ,2020-08-09,2020/08/09 18:32:28America/Los Angeles TZ,2020-08-09,2020/08/09 18:29:09America/Los Angeles TZ,Wyoming,,,,,,,,False,False,,,5540.0,0.95,An error occurred. ... JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
